Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
Nissan,Silverado EV,342.0,79588.9777231071,73.53988861553556,175.2206384260886,4.193617722193373,126.30469233683026,5.0,2017-12-02 00:00:00,2017-12-02 00:00:00,125.0
Mercedes-Benz,Ariya,326.0,94698.70024472912,77.62350122364559,150.38357929912613,3.6176246123265328,156.243356110462,5.0,2016-10-03 00:00:00,2016-10-03 00:00:00,91.0
Ford,EQE,242.0,69574.53055712036,92.34765278560182,183.54658891754573,5.08947200040121,141.24546997352277,5.0,2022-10-24 00:00:00,2022-10-24 00:00:00,95.0
Audi,ID.Buzz,277.0,54566.67659455109,74.87338297275546,153.976847041652,3.826938386226006,122.49667874699584,5.0,2017-01-23 00:00:00,2017-01-23 00:00:00,82.0
Tesla,ID.4,394.0,70652.80255728588,31.6090127864294,136.13338613699997,3.492980599422975,147.9769304268398,5.0,2021-05-24 00:00:00,2021-05-24 00:00:00,195.0
Ford,EQS,316.0,55803.95625459241,44.54478127296208,231.5858168120626,6.309585072421855,130.75678187533887,5.0,2018-09-10 00:00:00,2018-09-10 00:00:00,78.0
Mercedes-Benz,EQS,249.0,60155.71905124431,95.08103852171732,154.17102162402563,4.568932973997786,160.72286437181933,2.0,2021-01-24 00:00:00,2021-01-24 00:00:00,93.0
Polestar,XC40 Recharge,290.0,66855.89444938347,83.89947224691734,137.6583066229322,4.556902009576219,124.49408271426348,5.0,2015-10-24 00:00:00,2015-10-24 00:00:00,74.0
Audi,Kona,210.0,70715.80639752264,92.0390319876132,107.06478043174488,6.131498581263124,127.97976716330284,7.0,2019-07-02 00:00:00,2019-07-02 00:00:00,129.0
Volvo,Bolt,207.0,79702.24754227845,97.2962377113922,100.08108332413111,3.878331379539366,181.81264830193865,5.0,2019-07-24 00:00:00,2019-07-24 00:00:00,129.0
Tesla,Silverado EV,349.0,85595.35354697432,96.42676773487165,152.1724655110574,7.128202115478313,148.35479128584845,5.0,2019-04-28 00:00:00,2019-04-28 00:00:00,158.0
Audi,EV6,299.0,58919.13780531914,53.86068902659573,131.9044508612056,4.855666762795276,194.98987635143456,2.0,2017-06-01 00:00:00,2017-06-01 00:00:00,98.0
Kia,Silverado EV,325.0,33689.6741604816,71.973370802408,112.97972718941006,4.761621531196483,129.93673299963834,5.0,2022-09-19 00:00:00,2022-09-19 00:00:00,123.0
BMW,Q4 e-tron,357.0,73849.71272806094,74.9947603971053,214.6842758525169,5.732006655042748,133.07371288028372,5.0,2019-06-02 00:00:00,2019-06-02 00:00:00,45.0
Lucid,2,316.0,60155.71905124431,77.44967093967351,202.09085926007745,4.983718268158304,163.04486948727998,4.0,2019-10-01 00:00:00,2019-10-01 00:00:00,88.0
Polestar,Mach-E,336.0,29462.68983267538,54.6784491633769,100.19218361161585,4.983718268158304,129.93673299963834,4.0,2023-04-29 00:00:00,2023-04-29 00:00:00,145.0
Jaguar,EV6,312.0,71722.88271485378,75.6444135742689,132.83085775646958,6.792787471949302,121.98591333406776,5.0,2020-04-18 00:00:00,2020-04-18 00:00:00,140.0
Ford,XC40 Recharge,364.0,63445.48813627703,49.16244068138511,68.83622027040349,4.586245760160937,183.81149977170628,7.0,2018-09-23 00:00:00,2018-09-23 00:00:00,83.0
Polestar,Niro,388.0,24470.63080977378,69.79315404886889,125.39309317101728,5.709786170832292,81.73134648009119,5.0,2019-06-21 00:00:00,2019-06-21 00:00:00,28.0
Ford,iX,309.0,73958.2391019079,96.87619550953944,116.01403266736617,4.911293826495448,127.88608813464494,5.0,2021-11-08 00:00:00,2021-11-08 00:00:00,98.0
Rivian,I-PACE,307.0,88312.50256578276,64.7675128289138,141.95969175243945,5.6474997227300845,156.60797254859358,5.0,2016-08-29 00:00:00,2016-08-29 00:00:00,91.0
Lucid,EQE,316.0,62111.08306651616,64.61041533258079,105.67590404394768,4.714278721030917,109.21847790834433,5.0,2023-06-27 00:00:00,2023-06-27 00:00:00,134.0
Volkswagen,EV6,294.0,20239.659932631777,76.88829966315889,61.34574267642395,7.400606740949751,74.01403740623658,5.0,2017-10-02 00:00:00,2017-10-02 00:00:00,63.0
Hyundai,Silverado EV,279.0,67620.18520886498,77.7309260443249,122.45153765615824,4.611836915897935,123.8664940427868,4.0,2016-01-11 00:00:00,2016-01-11 00:00:00,24.0
Kia,Silverado EV,352.0,90086.5487758082,79.70774387904095,212.9488215947364,5.2077189287843,131.11325279580848,4.0,2019-09-30 00:00:00,2019-09-30 00:00:00,118.0
Volvo,2,280.0,40567.86148425291,63.07430742126457,118.22575150948089,4.826457528966341,115.47955345795762,4.0,2020-09-22 00:00:00,2020-09-22 00:00:00,129.0
Mercedes-Benz,Leaf,277.0,53090.8592720006,65.97929636000299,246.97418194804425,5.333715569998209,100.52234172730606,5.0,2016-07-01 00:00:00,2016-07-01 00:00:00,79.0
Kia,F-150 Lightning,344.0,59206.9707515813,74.9947603971053,108.11557079668007,5.580306488467014,135.0784123209848,5.0,2023-03-11 00:00:00,2023-03-11 00:00:00,122.0
Rivian,Model 3,348.0,71540.65254748412,89.75326273742061,153.9843644932176,4.768170814826305,120.78025653933788,5.0,2020-05-28 00:00:00,2020-05-28 00:00:00,122.0
Mercedes-Benz,Ioniq 5,416.0,63390.08246528111,64.04541232640555,166.1548537599748,4.05203007507076,155.08131637693927,4.0,2018-04-05 00:00:00,2018-04-05 00:00:00,101.0
Polestar,Ariya,360.0,93776.69514843736,72.04347574218681,97.90799960617665,3.957305760108704,178.1699952303414,4.0,2023-03-18 00:00:00,2023-03-18 00:00:00,91.0
Nissan,ID.Buzz,341.0,86153.85937665944,45.96929688329724,67.2328651989394,5.43347139122328,168.939362523668,5.0,2019-01-15 00:00:00,2019-01-15 00:00:00,109.0
Audi,Silverado EV,348.0,52780.19149614031,68.45595748070156,204.29574121590943,4.705879781574295,121.16906745748211,5.0,2015-07-05 00:00:00,2015-07-05 00:00:00,55.0
Hyundai,ID.4,292.0,88156.72206225019,78.02361031125099,204.73579019773425,6.522919706922013,185.72585179509915,5.0,2021-01-23 00:00:00,2021-01-23 00:00:00,30.0
BMW,ID.Buzz,328.0,33814.221926947925,88.05610963473961,219.6483667669496,5.670594165236019,110.58941758021012,5.0,2018-06-10 00:00:00,2018-06-10 00:00:00,43.0
BMW,F-150 Lightning,330.0,45798.443137338094,63.20721568669049,109.07460962654208,5.4309491541392205,105.87966259665048,4.0,2018-05-17 00:00:00,2018-05-17 00:00:00,35.0
Rivian,Q4 e-tron,272.0,71563.0824468819,77.57541223440955,168.45488798342694,5.077486665425803,118.55454716827091,4.0,2017-01-24 00:00:00,2017-01-24 00:00:00,85.0
Kia,i3,297.0,63663.882974157794,79.07441487078898,151.94282288917984,5.066996656382926,143.44753623154458,5.0,2018-03-13 00:00:00,2018-03-13 00:00:00,85.0
BMW,i3,347.0,63614.90296785472,74.9947603971053,145.07495076275592,6.638540954242276,115.09025034273203,5.0,2020-11-13 00:00:00,2020-11-13 00:00:00,44.0
Polestar,ID.4,299.0,65093.829061492186,56.14414530746094,130.81865198508643,4.553936498637319,145.16552516697232,5.0,2017-11-10 00:00:00,2017-11-10 00:00:00,36.0
Volvo,Ariya,330.0,56238.29052121943,82.53645260609714,188.7718854214078,5.514897708290373,124.78026498288584,7.0,2015-03-18 00:00:00,2015-03-18 00:00:00,66.0
Volkswagen,R1T,344.0,91054.5427680924,75.90771384046195,281.4586268394535,5.451141475281505,161.24721571234454,2.0,2015-12-23 00:00:00,2015-12-23 00:00:00,71.0
Ford,Model 3,342.0,79816.88261260698,76.42441306303489,163.835438391416,6.283390811365159,166.58042119164656,5.0,2021-01-01 00:00:00,2021-01-01 00:00:00,109.0
Chevrolet,Kona,386.0,65214.29594168805,61.05647970844022,158.91393524270404,5.280246724495772,155.6413686357583,2.0,2018-02-13 00:00:00,2018-02-13 00:00:00,22.0
Polestar,Q4 e-tron,270.0,72655.87610377278,53.279380518863945,117.20361712040476,3.4433563796479425,136.06297264597555,5.0,2018-07-25 00:00:00,2018-07-25 00:00:00,32.0
Mercedes-Benz,Mach-E,382.0,80238.30264970766,82.18151324853832,183.65720926508567,3.175330103090568,152.40640208967577,5.0,2022-02-09 00:00:00,2022-02-09 00:00:00,89.0
Jaguar,EQE,323.0,59436.77175600415,74.9947603971053,27.084686156773444,5.440605076620168,152.40815041035498,5.0,2017-07-04 00:00:00,2017-07-04 00:00:00,116.0
Rivian,EQE,341.0,54059.31028826951,45.891551441347545,133.37710017659728,5.627334505023933,155.72434705053297,5.0,2018-11-05 00:00:00,2018-11-05 00:00:00,149.0
Nissan,Mach-E,334.0,41613.48945732511,73.51744728662555,168.22419301279297,5.48524458104628,124.1992057361239,5.0,2018-02-22 00:00:00,2018-02-22 00:00:00,128.0
Audi,EQS,332.0,57796.97243791059,101.71486218955296,162.2778961376497,4.786606196281128,171.3950874381305,5.0,2023-02-12 00:00:00,2023-02-12 00:00:00,162.0
Jaguar,Mach-E,268.0,56387.23078262175,74.9947603971053,145.20680998902571,5.013907238426589,103.48767612026172,5.0,2017-06-25 00:00:00,2017-06-25 00:00:00,114.0
Audi,F-150 Lightning,339.0,64388.79901792765,61.56899508963827,150.38357929912613,4.830371663658902,119.78387850425064,5.0,2021-04-01 00:00:00,2021-04-01 00:00:00,148.0
Polestar,Model Y,228.0,36582.52033854982,77.50260169274908,224.8212588944401,5.3475581088576885,62.308462961284505,5.0,2019-04-03 00:00:00,2019-04-03 00:00:00,128.0
Jaguar,Silverado EV,404.0,72088.63668915624,71.91318344578119,161.4833430042064,5.15974045581078,125.28369784935454,5.0,2021-12-06 00:00:00,2021-12-06 00:00:00,161.0
Chevrolet,Niro,319.0,57495.07919324985,99.69539596624922,148.84647088245782,5.08312194292173,105.10998252385032,5.0,2021-01-24 00:00:00,2021-01-24 00:00:00,19.0
Kia,Leaf,357.0,49558.42142501202,58.1171071250601,212.9389466902864,4.518394368605172,137.88179896263952,5.0,2023-11-24 00:00:00,2023-11-24 00:00:00,157.0
Volkswagen,ID.4,334.0,79155.54832553769,94.49274162768845,210.45073110115345,4.272031987584385,151.53393208963735,5.0,2016-11-29 00:00:00,2016-11-29 00:00:00,81.0
Polestar,Silverado EV,301.0,61462.04945353393,57.09524726766966,139.27250980543488,3.5964642544280467,169.7891921185765,5.0,2019-05-24 00:00:00,2019-05-24 00:00:00,95.0
Ford,Leaf,272.0,57009.53176461065,80.00765882305325,137.05270336157068,2.949865366573846,136.9557512941162,5.0,2015-06-28 00:00:00,2015-06-28 00:00:00,66.0
Volkswagen,EQE,263.0,69939.3266661295,84.67663333064753,173.65730214224428,4.854475426669092,106.87656123437966,4.0,2018-06-06 00:00:00,2018-06-06 00:00:00,79.0
Volvo,ID.4,338.0,43092.53868792048,92.3076934396024,211.7288420348642,5.605024119969071,85.57395854872183,5.0,2015-08-18 00:00:00,2015-08-16 00:00:00,91.0
Hyundai,Niro,336.0,43355.02684493066,86.5251342246533,199.3002134563276,4.188212190824008,108.09281949442592,5.0,2016-09-24 00:00:00,2016-09-24 00:00:00,25.0
Tesla,Kona,327.0,51522.13522865582,52.135676143279085,101.69750015924318,5.654218043027227,114.1075242490868,5.0,2020-07-22 00:00:00,2020-07-22 00:00:00,196.0
Audi,R1T,299.0,57335.46610760747,75.01733053803734,95.66598807540656,5.340789183316293,132.7840363368572,5.0,2018-09-12 00:00:00,2018-09-12 00:00:00,115.0
Chevrolet,EV6,320.0,78819.63916191932,82.66819580959655,106.81567221618356,3.953501916087992,120.77165523133074,4.0,2016-09-08 00:00:00,2016-09-08 00:00:00,17.0
BMW,Silverado EV,278.0,60155.71905124431,74.9947603971053,177.41858171358615,5.138862379236039,111.68470879126868,5.0,2021-03-20 00:00:00,2021-03-20 00:00:00,32.0
Jaguar,Niro,265.0,40977.38273307078,58.04191366535391,130.79143938927257,4.057601805268165,133.28612199257165,4.0,2015-04-07 00:00:00,2015-04-07 00:00:00,73.0
Tesla,XC40 Recharge,286.0,77561.66725060821,60.913336253041074,174.8447866071361,5.226713793459656,150.62739588518355,5.0,2019-10-23 00:00:00,2019-10-23 00:00:00,165.0
Polestar,Q4 e-tron,288.0,32744.413513796582,53.04706756898294,85.16030416078301,3.55080117457785,104.27983529862112,5.0,2023-05-24 00:00:00,2023-05-24 00:00:00,47.0
Rivian,Q4 e-tron,373.0,87614.93390567489,74.99466952837446,108.6446048907534,4.2599968683824,177.28876846860027,7.0,2022-03-19 00:00:00,2022-03-19 00:00:00,140.0
Jaguar,i3,231.0,60155.71905124431,79.05726492005189,174.55923581840324,6.374983392987828,111.69432129324424,4.0,2015-11-28 00:00:00,2015-11-28 00:00:00,71.0
Chevrolet,Niro,298.0,45299.58786514108,80.31793932570537,72.65751063069101,5.255622919000634,87.82843787675706,4.0,2016-11-25 00:00:00,2016-11-25 00:00:00,16.0
Nissan,Q4 e-tron,331.0,40380.40603837797,71.01203019188986,238.99875995806087,4.896180031293518,129.93673299963834,5.0,2016-10-28 00:00:00,2016-10-28 00:00:00,78.0
Nissan,Q4 e-tron,399.0,65823.70122081888,73.3035061040944,205.53637400306164,3.519255148392128,155.82020873615232,5.0,2021-04-05 00:00:00,2021-04-05 00:00:00,98.0
Polestar,R1T,269.0,69636.09244378057,73.4204622189028,219.25622397967743,6.9484979672180325,130.11565076670462,4.0,2017-02-19 00:00:00,2017-02-19 00:00:00,96.0
Tesla,Mach-E,244.0,53427.20776877232,71.51103884386156,188.4381663957357,3.805451892281906,108.547184139414,4.0,2023-02-11 00:00:00,2023-02-11 00:00:00,91.0
Kia,EQE,336.0,76440.5134969173,47.47256748458649,56.36543435549379,5.914193578531258,139.1383233981559,5.0,2015-07-15 00:00:00,2015-07-15 00:00:00,69.0
Chevrolet,Model Y,308.0,75701.22909928254,60.65114549641272,206.2017885918593,4.275443086782035,133.32665082969638,5.0,2015-09-30 00:00:00,2015-09-30 00:00:00,15.0
Chevrolet,iX,288.0,76520.00684388535,83.0650342194267,186.36427279407388,4.845241828467975,141.355505555835,4.0,2016-11-10 00:00:00,2016-11-10 00:00:00,16.0
Volkswagen,R1T,321.0,77723.38532443956,68.33192662219777,133.21419997085528,4.501363905364895,153.4768055229477,5.0,2016-01-14 00:00:00,2016-01-14 00:00:00,59.0
Polestar,Model Y,343.0,52127.49761298378,67.4874880649189,127.41595509773846,3.9375420422852994,101.64301876797384,5.0,2023-05-16 00:00:00,2023-05-16 00:00:00,68.0
Kia,ID.4,336.0,83023.90362840671,93.99451814203354,189.0594020839989,3.7424606968789953,110.0574516467756,5.0,2021-09-11 00:00:00,2021-09-11 00:00:00,137.0
Polestar,i3,315.0,107346.97417127788,91.12987085638942,70.74496071996728,5.325645373420432,164.532014788508,5.0,2017-06-28 00:00:00,2017-06-28 00:00:00,38.0
Volvo,Silverado EV,365.0,83854.74574600883,64.04372873004418,195.95508015409,2.375752520608847,146.6522060867984,4.0,2016-04-21 00:00:00,2016-04-21 00:00:00,84.0
Audi,F-150 Lightning,309.0,57618.34927156762,97.36674635783808,117.78944380618536,4.877247462745217,129.93673299963834,5.0,2015-12-13 00:00:00,2015-12-13 00:00:00,65.0
Audi,Bolt,302.0,48013.120721373474,72.06560360686738,158.21584800618226,6.968676088711776,125.9029779897848,7.0,2022-12-13 00:00:00,2022-12-13 00:00:00,158.0
BMW,ID.4,335.0,68177.78201671196,86.9989100835598,159.996890874387,5.294819662362649,123.46911656146136,5.0,2023-05-02 00:00:00,2023-05-02 00:00:00,53.0
Mercedes-Benz,Model 3,236.0,68910.2923658217,74.48146182910854,82.34773069764188,5.279105364087112,145.28795009907563,4.0,2017-01-15 00:00:00,2017-01-15 00:00:00,80.0
Ford,Model Y,330.0,60155.71905124431,65.40278770364802,69.22259474252044,5.39576436400711,167.1503182750787,5.0,2023-06-02 00:00:00,2023-06-02 00:00:00,116.0
Nissan,EQE,284.0,38661.58618770135,87.02793093850671,162.48922871551642,5.366856363886716,133.5533926900274,5.0,2020-08-14 00:00:00,2020-08-14 00:00:00,102.0
Rivian,Model 3,233.0,65753.53754921467,61.46768774607333,147.45684735322217,4.462879030406887,126.72498259480382,5.0,2016-04-05 00:00:00,2016-04-05 00:00:00,72.0
Audi,EV6,321.0,80392.22952402299,72.64114762011492,164.0015673460416,5.757327666663057,154.3714694608432,5.0,2019-11-15 00:00:00,2019-11-15 00:00:00,102.0
Kia,Model Y,277.0,40135.43920162812,74.95719600814061,99.27615017115464,4.23499979325241,126.8743471853162,4.0,2021-10-21 00:00:00,2021-10-21 00:00:00,136.0
Chevrolet,Air,219.0,69959.75894077518,69.21879470387593,193.79281673222687,5.312593574694881,171.64877704942742,5.0,2018-03-02 00:00:00,2018-03-02 00:00:00,18.0
Rivian,R1T,256.0,53949.885591293016,54.604427956465074,210.61157929566843,4.200565526656014,122.09482995081,5.0,2015-12-20 00:00:00,2015-12-20 00:00:00,85.0
Lucid,EQS,384.0,79666.86018261079,82.59930091305397,136.17985055656206,3.958883038223473,151.70621148665072,5.0,2021-12-18 00:00:00,2021-12-18 00:00:00,111.0
Polestar,EV6,272.0,70049.97824486594,74.9947603971053,92.21422068465544,4.983718268158304,135.0521675321929,5.0,2022-11-26 00:00:00,2022-11-26 00:00:00,40.0
Audi,EQE,316.0,67853.60317176588,77.4630158588294,121.7095452769146,4.526630982304489,121.29776867851074,5.0,2020-05-07 00:00:00,2020-05-07 00:00:00,130.0
Chevrolet,Ariya,245.0,44234.848222271045,63.58924111135524,164.56459363526668,4.685829698962068,106.25867924653838,4.0,2020-06-02 00:00:00,2020-06-02 00:00:00,30.0
Audi,ID.Buzz,405.0,87001.92248879695,107.51461244398476,172.3905722950748,6.141977193080582,170.2730340020015,5.0,2015-10-11 00:00:00,2015-10-11 00:00:00,62.0
Nissan,2,303.0,60527.74491452637,71.53372457263183,247.5757436864965,3.986975024247962,172.08603542546425,4.0,2019-05-13 00:00:00,2019-05-13 00:00:00,129.0
Lucid,R1T,299.0,62344.41381487548,71.27706907437741,150.38357929912613,6.908652223076171,111.12390229803034,5.0,2022-03-10 00:00:00,2022-03-10 00:00:00,91.0
Jaguar,Q4 e-tron,344.0,50167.36208723262,31.12181043616312,137.37066087436307,5.4417357300482925,143.56912568496608,5.0,2020-03-20 00:00:00,2020-03-20 00:00:00,126.0
Audi,Model 3,402.0,74379.0463202027,56.38523160101352,176.58794741918658,5.873693488351057,178.98597776424407,5.0,2016-10-29 00:00:00,2016-10-29 00:00:00,84.0
Volvo,Model 3,279.0,61371.556308798914,92.4077815439946,166.50280368490846,4.21483288482568,127.7103640626883,5.0,2019-04-30 00:00:00,2019-04-30 00:00:00,143.0
Kia,EQE,264.0,46232.72902847823,124.39364514239116,152.43121337797817,6.231566400248003,118.96188064466884,5.0,2020-11-19 00:00:00,2020-11-19 00:00:00,103.0
Audi,Ioniq 5,414.0,85995.49401686195,94.28747008430976,233.1471779195175,5.3698233910406,156.55312662562895,5.0,2017-02-10 00:00:00,2017-02-10 00:00:00,72.0
Ford,Ariya,293.0,77780.02041543438,59.370102077171936,118.65287490630244,4.06977675192234,182.07484166887585,5.0,2018-02-22 00:00:00,2018-02-22 00:00:00,77.0
Rivian,Bolt,288.0,68441.27145610773,82.14135728053866,180.02756693292503,4.4485029333196,117.1425085128907,5.0,2020-12-15 00:00:00,2020-12-15 00:00:00,114.0
Rivian,ID.4,192.0,44622.3607533728,69.166803766864,179.10900734152222,3.786657237679157,112.38661374566716,5.0,2015-08-04 00:00:00,2015-08-04 00:00:00,100.0
Nissan,EQE,298.0,66893.05129144143,69.62525645720713,240.86024231723104,3.7862170753592808,147.69849554029338,5.0,2015-11-18 00:00:00,2015-11-18 00:00:00,110.0
Kia,EQS,232.0,36096.41987674376,55.47209938371877,46.84624183226667,6.275861770400808,92.50821083318588,7.0,2019-11-25 00:00:00,2019-11-25 00:00:00,104.0
Lucid,Kona,271.0,74713.45583357946,82.79227916789728,210.78474923691888,4.544014258224065,111.5043667459087,5.0,2023-07-31 00:00:00,2023-07-31 00:00:00,125.0
Volvo,EV6,199.0,63975.31921098893,55.97159605494465,94.59121983630156,3.570400495680272,115.99468949938544,7.0,2021-02-15 00:00:00,2021-02-15 00:00:00,100.0
Volkswagen,EQE,361.0,58694.79193466064,40.48895967330317,73.4797667856084,5.48593789777716,102.71211624409064,4.0,2017-07-22 00:00:00,2017-07-22 00:00:00,62.0
Kia,Kona,226.0,54077.94796015114,74.9947603971053,102.5607141516125,6.476893490782433,131.4766135960833,5.0,2015-08-18 00:00:00,2023-07-28 00:00:00,161.0
Rivian,EQE,202.0,22520.18310176614,36.61091550883069,76.03063577762704,6.805121279295776,116.63765821450284,5.0,2022-02-05 00:00:00,2022-02-05 00:00:00,172.0
Polestar,2,254.0,64870.90569204427,62.87952846022135,209.31877682618745,6.024677498720264,140.62554869738594,7.0,2018-04-19 00:00:00,2018-04-19 00:00:00,66.0
Jaguar,Model Y,362.0,63751.865885687526,83.99432942843762,230.7530024470352,3.0108998276114445,110.9163904141114,5.0,2022-01-27 00:00:00,2022-01-27 00:00:00,177.0
Nissan,EV6,277.0,10629.32266721716,91.9766133360858,114.76883782481836,6.449335647406674,91.16983428326064,5.0,2020-11-14 00:00:00,2020-11-14 00:00:00,91.0
Volkswagen,Silverado EV,284.0,62933.836254564274,84.56418127282139,139.56879787102878,3.068905025021126,127.70975427978269,5.0,2016-04-26 00:00:00,2016-04-26 00:00:00,76.0
Ford,Ioniq 5,323.0,59769.71449681135,71.53857248405674,206.53060293875637,3.776678826745116,162.45020914792246,5.0,2021-11-17 00:00:00,2021-11-17 00:00:00,124.0
Lucid,Model 3,292.0,37730.64966029066,66.83824830145332,233.5471691684879,6.398844422733118,101.10368373878984,5.0,2021-12-29 00:00:00,2021-12-29 00:00:00,113.0
Polestar,e-tron,361.0,83152.31961207028,61.101598060351385,157.52792041130337,4.915612102965131,138.313710459827,7.0,2020-09-24 00:00:00,2020-09-24 00:00:00,32.0
Lucid,ID.4,288.0,54994.19405909195,97.29597029545974,128.06385471018282,6.453022472169239,137.4165063007906,4.0,2021-11-20 00:00:00,2021-11-20 00:00:00,96.0
Ford,I-PACE,288.0,60155.71905124431,56.119011641726445,79.01199848947033,5.218874111524596,101.44925182949208,5.0,2017-01-14 00:00:00,2017-01-14 00:00:00,75.0
Polestar,Leaf,299.0,94133.7236868291,76.86361843414547,90.08499485952846,5.56252817500562,165.4878269226918,5.0,2015-12-06 00:00:00,2015-12-06 00:00:00,31.0
Tesla,ID.4,302.0,70443.54454646383,83.90272273231915,231.44072340343337,5.081595428883337,109.3866996875106,5.0,2019-10-17 00:00:00,2019-10-17 00:00:00,167.0
Nissan,Bolt,311.0,35986.95104591325,45.21975522956624,90.61299488628724,4.571522059307771,96.43105905893748,5.0,2023-07-13 00:00:00,2023-07-13 00:00:00,133.0
Kia,e-tron,289.0,51805.94733063089,38.769736653154446,169.5867263568756,6.131779597026829,125.08633585290536,7.0,2016-12-03 00:00:00,2016-12-03 00:00:00,81.0
Polestar,2,178.0,34286.80636497134,83.86903182485668,137.9248334555448,5.509153305365487,111.52486191367854,4.0,2017-08-22 00:00:00,2017-08-22 00:00:00,32.0
Mercedes-Benz,i3,343.0,35187.70023585607,53.173501179280336,132.75361002129927,5.761081361764284,96.13545713871952,5.0,2023-05-23 00:00:00,2021-06-14 00:00:00,113.0
Polestar,EV6,383.0,43025.64373964872,79.64321869824359,72.38940326928864,6.4498258990135735,138.97463098417646,5.0,2020-07-06 00:00:00,2020-07-06 00:00:00,42.0
Chevrolet,ID.4,362.0,60155.71905124431,61.86584843509928,138.90331040069836,6.980880839893893,127.60008601627968,5.0,2018-11-29 00:00:00,2018-11-29 00:00:00,91.0
Jaguar,Leaf,272.0,42521.83459046085,79.01417295230425,231.61106066725097,5.006391855729102,126.48842610866248,5.0,2020-01-04 00:00:00,2020-01-04 00:00:00,140.0
Chevrolet,R1T,291.0,41043.5425645026,81.04771282251298,149.42207625868775,5.979662725687806,136.4222616151678,7.0,2015-08-18 00:00:00,2015-08-18 00:00:00,13.0
Kia,F-150 Lightning,317.0,60592.90717275915,90.07453586379576,178.30953354363277,4.87670026668996,127.31349064730176,7.0,2022-01-20 00:00:00,2022-01-20 00:00:00,112.0
Kia,F-150 Lightning,315.0,114571.14834804942,81.64574174024713,76.49660354258945,3.229320084730407,238.2782255564777,5.0,2023-04-11 00:00:00,2023-04-11 00:00:00,145.0
Nissan,Ioniq 5,299.0,73817.54870574828,78.36774352874139,144.37263163824076,4.605972523331615,122.49770468585652,5.0,2015-10-02 00:00:00,2015-10-02 00:00:00,83.0
Kia,ID.Buzz,310.0,60155.71905124431,101.0925864408515,140.73397049269354,5.350392372740511,146.52700263560084,5.0,2022-10-13 00:00:00,2022-10-13 00:00:00,135.0
Rivian,Niro,281.0,36620.66765854925,60.34333829274628,143.9080450904782,6.245872715013146,107.91481972468829,5.0,2020-10-09 00:00:00,2020-10-09 00:00:00,161.0
Polestar,F-150 Lightning,306.0,69716.1174597075,75.78558729853751,171.54008828937282,3.3446927103524344,144.02821113394927,5.0,2016-10-19 00:00:00,2016-10-19 00:00:00,39.0
Polestar,F-150 Lightning,349.0,67938.30552897562,88.6565276448781,162.213619699698,4.576177261373904,147.06745955834998,5.0,2022-12-12 00:00:00,2022-12-12 00:00:00,60.0
Tesla,I-PACE,445.0,52853.59351877555,35.102967593877764,100.77727458387716,6.833530430268929,114.55851080146604,7.0,2023-07-21 00:00:00,2023-07-21 00:00:00,91.0
Volkswagen,Model 3,275.0,58121.765456434776,97.87382728217388,113.46780957454077,3.5280681761288664,139.13208836804748,5.0,2023-03-07 00:00:00,2023-03-07 00:00:00,159.0
Kia,EQE,311.0,48150.39260816471,72.50696304082354,150.03537048926248,3.900433425547933,132.18369018197893,5.0,2020-08-18 00:00:00,2020-08-18 00:00:00,160.0
Chevrolet,F-150 Lightning,281.0,60155.71905124431,81.43469169081006,256.06923202421285,6.1082482432272736,113.80153488816856,5.0,2021-05-31 00:00:00,2021-06-14 00:00:00,25.0
Kia,Model Y,315.0,56088.43889229421,67.60219446147104,112.43645496270878,4.812612826910567,139.21090922087254,5.0,2020-09-25 00:00:00,2020-09-25 00:00:00,168.0
Lucid,EV6,348.0,53718.65059408092,81.60325297040463,126.77624608963534,3.147996266656464,133.10116972036317,5.0,2021-08-30 00:00:00,2021-08-30 00:00:00,135.0
Tesla,EQE,289.0,55164.243260234674,78.98121630117336,133.4700153137623,4.910934951982132,143.67329410787843,5.0,2015-08-18 00:00:00,2022-12-20 00:00:00,211.0
Rivian,i3,197.0,64054.31775569065,58.13658877845327,166.5619867175182,4.341331038889787,129.40980469334215,2.0,2018-10-07 00:00:00,2018-10-07 00:00:00,86.0
Rivian,i3,351.0,41037.51514533689,68.40257572668443,198.1614234543778,4.535169729323567,129.93673299963834,5.0,2015-12-03 00:00:00,2015-12-03 00:00:00,110.0
Audi,R1T,306.0,51504.56222556363,82.54281112781817,169.40651014210155,7.461170919922631,73.88601713863974,5.0,2022-08-26 00:00:00,2022-08-26 00:00:00,102.0
Polestar,Mach-E,282.0,69463.00450851404,97.0600225425702,98.18093091059316,3.0247383597147177,140.5400012120923,5.0,2017-05-23 00:00:00,2017-05-23 00:00:00,38.0
Rivian,2,299.0,44206.088664315655,69.36044332157826,181.45474070529383,4.662221952408118,101.1012778421569,5.0,2023-04-15 00:00:00,2021-06-14 00:00:00,120.0
Polestar,Model Y,315.0,82945.60710922125,74.9947603971053,225.87473539255348,4.726361844612402,162.45116056152224,5.0,2021-07-10 00:00:00,2021-07-10 00:00:00,40.0
Audi,Ioniq 5,265.0,80693.53149226718,80.29765746133594,152.18212413150133,3.007588030814022,148.96205646091585,5.0,2018-02-02 00:00:00,2018-02-02 00:00:00,103.0
